Tweet,Sentiment
hearts in atlantis 2001 is a pleasant movie c  ltnbxviugt,Positive
excited to be playing  this friday,Positive
excited to be playing  this friday,Positive
 it all comes out in the wash,Neutral
 quattrick ferdinand alfred sinaga mamprang,Negative
if you dont succeed at first hide all evidence that you tried,Neutral
  bruh ,Positive
 na every place ahdey  never expect power always  full meaning of nepa  ,Neutral
this is so me hahahahaha xxxx,Positive
this is so me hahahahaha xxxx,Positive
 long glass earrings bridal earrings swarovski wrapped wedding day statement piece dagger earrings  ,Neutral
enigma foundation cream go fast is straight a foyer occasion lmsyzqry,Neutral
fav week of the school year ,Positive
fav week of the school year ,Positive
im having weird chest pains,Negative
just listened to the latest episode of the brilliant idiots podcast im a huge fan love what you guys do but i gotta correct,Neutral
is it true some no campaigners mainly labour supporters are being paid,Negative
is it true some no campaigners mainly labour supporters are being paid,Neutral
 naked game talk news is out  stories via,Neutral
nah man not going on xbox yet,Neutral
cannonball adderley amp miles davis  autumn leaves,Neutral
  tell your stans and groupies to fall back lol id like to call them  homies ,Neutral
 crazy headache ,Negative
 crazy headache ,Neutral
  a page turner,Neutral
dont use sofitel if you believe in kuya daniel razon  ,Negative
two ancient skeletons found holding hands in medieval chapel,Positive
if i choose to become a politician following my parents its dynastic just because thats what i have learnt from day 1,Negative
 follow and   to  2 tickets to  a celebration of the history of music in cape town,Neutral
   when i first found  and fell in love with   weve been married ever since  http,Positive
love to save find hot designer brands for less,Neutral
let us know how you get on ,Positive
let us know how you get on ,Neutral
google national park species lists facebook acquaintances,Neutral
 jamie peck  explaining with neoliberalism,Negative
posts from enews for 09152014 ,Neutral
posts from enews for 09152014 ,Neutral
 i dont have any pets to tweet pictures of them with the holy bible in the picture with them to ariana ,Negative
  allstar five presented by      teodosic ,Neutral
im trying to i just need sleep i cant stay homei love you its ok,Neutral
im trying to i just need sleep i cant stay homei love you its ok,Neutral
youre rarely interested in messing around with shallow conver more for scorpio,Neutral
everyone dreams,Neutral
 thanks jewish baltimore for answering your phones this afternoon we just hit the 1 million mark,Positive
r5  i want you bad,Neutral
okay im off to school  have a lovely day be happy and stuff stay safe lt3,Neutral
omgggg whats happeninggg,Neutral
omgggg whats happeninggg,Negative
according to  my twitter account is worth 2784 whats yours worth  ,Neutral
its to fucking cold to be standing at somebodys bus stop  my mom gotta hurry up and get her car ,Negative
its to fucking cold to be standing at somebodys bus stop  my mom gotta hurry up and get her car ,Negative
query pitfall failure to include pages,Neutral
query pitfall failure to include pages,Neutral
gotta finish before its too late,Neutral
im just gonna wear uggs today,Neutral
absolutely perfected poached eggs ,Positive
but mom stop asking if i like leap years or not at 6 in the morning and expecting an intellectual answer,Negative
 exnigeria coach siasia on mikel someone would have to talk to him but to talk to mikel you have to be ready for your o,Neutral
 exnigeria coach siasia on mikel someone would have to talk to him but to talk to mikel you have to be ready for your o,Neutral
 lycanatics gairanod international,Neutral
 lycanatics gairanod international,Neutral
 escaped to the cape,Neutral
ugh i wanna go home,Neutral
thanks my friend always great to see you,Positive
 titans collide later this year in  vs  by jim starlin,Neutral
kfb dear,Neutral
 meeting 5sos has been my dream for the past 3 years please make it a reality    39,Neutral
 meeting 5sos has been my dream for the past 3 years please make it a reality    39,Neutral
luke will u come get me so i dont have to fo to school and we x oooooo uld cuddle and eat sandwiches and watch movies,Neutral
holy chilly outside batman thinking mother nature has dementia and forgot that its still summer ,Negative
i had a dream i had a kid who was bald,Neutral
i had a dream i had a kid who was bald,Neutral
what the facebook ipo means to  pros,Neutral
 being an adult sucks,Negative
5 people followed me and one person unfollowed me  automatically checked by,Neutral
perfect tits too,Positive
one of the ways you can honor the serviceoriented virgo sun i more for leo,Neutral
one of the ways you can honor the serviceoriented virgo sun i more for leo,Neutral
 yall couldnt wait to bring out yall fat ass crombie coats,Negative
 russian mercenaries recruited in latvia recruits for the war in ukraine are allegedly promised 1500 euro per kill http,Neutral
,Neutral
police tulsa man pours lighter fluid on woman,Neutral
boss simple ardor referring to propaganda bespeaking rapport dainik jagran adqspqabb,Neutral
what ever you do     keep your phone safe with phonehug buy now  stand b017,Neutral
what ever you do     keep your phone safe with phonehug buy now  stand b017,Neutral
street art at melbourne,Positive
i aint tweet that shit fa nothing,Negative
you looks fine but inside  hurts right  i know  dont lie to me  citer jerr,Negative
you looks fine but inside  hurts right  i know  dont lie to me  citer jerr,Negative
lucky is the man who is the fi,Neutral
tell them you care sometimes partners make the mistake of thinking i dont need to tell them they know but everybody needs reassurance,Neutral
classdojo has made my classroom so positive ss love it  ps so engaged try it out,Positive
truth y,Neutral
im here ,Positive
im here ,Positive
i see those brown eyes every time close mine,Positive
alone we can do so little together we can do so much  helen keller,Neutral
id argue that isosisil are the murderers the soldiers are vigilantes at worst but probably not even that,Negative
crrying   lmaooo   when baes horny but u tryna invade poland ,Neutral
daniele watts caught hain sex wi boyfriend in public goes off on cops but audio has now,Neutral
 see how perf nashlene is the individual anniversaries are the same ya guys feel me,Positive
 see how perf nashlene is the individual anniversaries are the same ya guys feel me,Neutral
i would take a risk just for you,Neutral
n   september 15 2014 at 0828pm,Neutral
                                 follow and stalk  bc gain tweets x63,Neutral
 saatchi online artist maurice sapiro painting sunset reflected  via,Neutral
i posted a new photo to facebook,Neutral
i posted a new photo to facebook,Neutral
weekly humidity   mon sep 15 213017 est 2014,Neutral
5 am start for an early morning workout  ,Negative
 yassss whatcha mad for    ,Neutral
tired as tf ,Negative
how can you be motivated  only by my mom,Positive
reply to  from okcupid women rate an incredible 80 of guys as worselooking than medium very harsh,Negative
reply to  from okcupid women rate an incredible 80 of guys as worselooking than medium very harsh,Negative
 your first thing in anything is unforgettable your first love first kiss first hug first friendship first job first letter ,Neutral
 im so attracted to positivity,Neutral
 its not glass but a 3d painting ,Neutral
