,Tweet,Sentiment
279, minister jakič v turčiji kupil zasebno lovsko letalo falcon zmrzuje ta pa ima roštilj na riti je komentiral  424226656191258624 345  pozabil tebe tagat v prejsnjem tvitu da tole ne zamudis   424227129589387264 346 zanimivosti  zaradi par tisočakov dolga s kamnom umoril splitčanko  dnevnik v splitski bolnišnici je umrla   424227229199904768 347  lažejo te  424228089694928896 348  hej ce se odpovejo vsi lahko se zmagamo 424229345906135040 349  hej ce se odpovejo vsi lahko se zmagamo 424229345906135040 350  karkoli zdaj na tole rečem bo nehote netaktno   424229599006818304 351 uvod v ženje produktov v začetku podjetniškega projekta naslednjič pa nadaljevanje  in   424230726079229953 352 že vhod v tovarno pokrival šešir na škofjeloškem spodnjem trgu je če izvzamemo patino tak kot v 60 letih tudi  424231239491813376 353  ne smeš vizualizirat pa gre p  424231769039462401 354  kjes pa to najdu   424232099554402304 355  za davkoplačevalce ziher 424232675629477888 356  imasemožese aja wait sej bojo drugi 424233675081781249 357 code 144 message no status found with that id 424233871043870721 358 ameriški predsednik obama za ukinitev spornega množičnega vohunjenja za američani 424234017547112448 359  tu ne vidim problema represija je delovanje proti in proti proti je ok  proti alenkinemu izletu pa nimaš kej bit  424234184534945792 360 na kanaloviziji me je kučan prepričal da smo slovenci enotni in da dražgoše niso preteklost lol aktualno arhivsko gradivo pa je iz 17 st 424234724060454912 361 pogrešajo jankovićevo  424235039501471744 362 pogrešajo jankovićevo  424235039501471744 363  eh moving sprites to je že luksuz d 424235188206329857 364 pogajanja o prodaji mercatorja še potekajo  dober znak  424235590758854656 365 medgeneracijsko prostovoljstvo  424235732178575360 366  kako pa ves da nas zemlja ni evolvirala samo zato ker si je pac malce zazelela vreck ha  424235935224455168 367 finančno sem se oznojil 424236482573111297 368 code 144 message no status found with that id 424236683312103424 369 code 179 message sorry you are not authorized to see this status 424237008441970688 370      tut metode delovanja majo k ta prave komunjare bi rekli biografi 424237268489220096 371 code 144 message no status found with that id 424237488136536064 372   ja to je on rekel resevanje planeta je nepotrebno planet bo itak ok mi se resujemo 424237754075975680 373 bouffier zgubil svoj popis  wrc monte carlo ogier leads into final day after commanding showing   424238613614694400 374 code 144 message no status found with that id 424238854745624576 375   milo spisan demanti prispevka financah   solidarnost ni ponarejena  cc  424238910483746816 376 code 144 message no status found with that id 424239336788594688 377 telefon je pameten ker je dober za sledenje njegovih uporabnikov 424239654435827712 378 telefon je pameten ker je dober za sledenje njegovih uporabnikov 424239654435827712 379 code 144 message no status found with that id 424239893704105984 380 te zanima kaj je tisto kar moški na ženskah tako zelo obožujejo da si z njo želijo ostati vse življenje 424240088080736256 381  chili pa česen ni nič pomagal potem ti pa ziher manjka crkljanje  424240159484157952 382  vreckarski lobi  se pa strinjam z ukinitvijo v it nc ne manjka dobis bio izvedbo 424240502524112896 383 code 144 message no status found with that id 424240699794784256 384   bodo na svetovem fb vsi trije gor se danes  424241016137613313 385 code 144 message no status found with that id 424241367057846272 386  dva otroka sta odličen trening   424241561090932736 387 code 144 message no status found with that id 424241646629552128 388  je pa lepo vedet da si wanted   424241893476933632 389 code 144 message no status found with that id 424242682979184640 390 code 144 message no status found with that id 424242959991992320 391 code 144 message no status found with that id 424242959991992320 392 code 144 message no status found with that id 424243119987507200 393 code 144 message no status found with that id 424243539971543040 394  miselni tok za časa tvita je bil čas prostor energija intuicija arhetipi informacija  pašejo v kotekst vsi trije p 424243879483670528 395 obama za ukinitev spornega množičnega vohunjenja za američani  424244187555696640 396 zaman se repenčimo mussomeli se ima za božjega odposlanca z ameriškim državljanstvom 424244334654148608 397 zaman se repenčimo mussomeli se ima za božjega odposlanca z ameriškim državljanstvom 424244334654148608 398 lep pozdrav iz avstralije   424244966202691584 399   namen nagrade za umetniške dosežke jožetu možini je izrazito političen ne umetniški  424245111703494656 400   namen nagrade za umetniške dosežke jožetu možini je izrazito političen ne umetniški  424245111703494656 401 svet je čudovit life is good drugačne percepcije so stvar interpretacije 424245371817455616 402 code 144 message no status found with that id 424245797786759168 403 code 144 message no status found with that id 424245797786759168 404  sej ne vidim potrebe da bi jo morali mava pač drugačni mnenji no biggie fajfat mi pa itak ni problem    424246020923346944 405   pa saj je na prejšnji seji 58x povedala da ne obsoja samo pač sdv ni humanitarna ampak morilska organizacijaeh 424246396355506176 406 code 144 message no status found with that id 424246543281950720 407 code 144 message no status found with that id 424246700652249089 408 code 144 message no status found with that id 424247150231298050 409 code 144 message no status found with that id 424247390904647680 410 code 144 message no status found with that id 424247574589997056 411 v kp kradejo gorivo kar direkt iz avta  ne pozna meja 424247668559581184 412  oni so asistirali 424247789669732352 413 code 144 message no status found with that id 424248339383607297 414 code 144 message no status found with that id 424248413199138816 415 na bruhanje mi gre ko v bojda strokovnih revijah berem pr skropucala 424248542606405632 416 na bruhanje mi gre ko v bojda strokovnih revijah berem pr skropucala 424248542606405632 417 code 144 message no status found with that id 424248751595995136 418 kam se prijavi podjetje ki spama na sms 424249147383107584 419 kam se prijavi podjetje ki spama na sms 424249147383107584 420  prava ideja moja 424249276936765440 421  zakaj pojes jo cisto malo 424249488719740928 422 strongest man 2008 in 2012 do 105kg tt večkratni svetovni rekorder in podiralec guinessovih rekordov dr  424249658773602304 423 code 144 message no status found with that id 424249858090745856 424 viki amp silvija se pogovarjata preglasno bojan dobi sodobna oblačila endi amp oskar uspešno rešita domačo nalogo nova dvajseta 2000 tvs1 424249924038172672 425 viki amp silvija se pogovarjata preglasno bojan dobi sodobna oblačila endi amp oskar uspešno rešita domačo nalogo nova dvajseta 2000 tvs1 424249924038172672 426 strongest man 2008 in 2012 do 105kg tt večkratni svetovni rekorder in podiralec guinessovih rekordov dr  424250110084935680 427  jezus naprej dim pol še savič očitno bo res konec sveta  azatodežuje 424250209372479488 428 code 144 message no status found with that id 424250406772826112 429 code 144 message no status found with that id 424250605905772544 430 3x na tvju 2xčasopis pa nej se kdo rece da nismo in sam žal zaradi negativnih strani  424250660964810752 431    vi se zajebavate ampak golažvampi you have no idea  424250860114161664 432   mednarodni denarni sklad je objavil končno poročilo o sloveniji  424251156865777664 433  a ste sploh prebrali članek 424251455101759488 434  nekateri širijo napačne informacije hvala imaš morda kak uporaben link na to temo nič ne najdem 424251633904926720 435 bogatejši za 2 kratka dokumentarca  424252126194176001 436 code 144 message no status found with that id 424252281479913472 437 carski dan carski 424252438011330560 438 carski dan carski 424252438011330560 439   vlada prvi  424252854690660352 440   vlada prvi  424252854690660352 441 jutri bom pujsa razbil  424253152800432128 442 vse kar človek rabi v življenju je posušen mango direkt iz filipinov 424253381129957376 443 sportne novice so na  veliko lepše če jih predstavlja  lep večer 424253750430433280 444 saj vem saj vem a res si želim videti saviča amp dimsija v isti zasedbi ker bo epsko za to tud kpk vržem pod avtobus 424254071198195712 445  hehe da bom novo vinjeto kupu  v bistvu je to rezerva da ne bom konec meseca na škrge dihal 424254215251189760 446   kako veš da je tekst res napisal drvinko ker so vejice posejane naključno   424254538401722370 447   včasih si lahko sneg vsaj na televizorju videl zdaj še tega ni več  424254607549038592 448  sem že večkrat 424254733155446784 449 code 144 message no status found with that id 424255038043615232 450  one so v bistvu nasledek udbe  424255240213258240 451  one so v bistvu nasledek udbe  424255240213258240 452 code 144 message no status found with that id 424255323910586368 453 code 144 message no status found with that id 424255323910586368 454 code 144 message no status found with that id 424255541259431936 455 code 144 message no status found with that id 424255541259431936 456 code 144 message no status found with that id 424255862405103616 457 code 144 message no status found with that id 424255862405103616 458 code 144 message no status found with that id 424256210838491136 459   na spletni strani mzz smo danes objavili javni razpis za projekte s področja mednarodnega razvojnega sodelovanja  424256723235647488 460  igor ne hodi na oš livada tudi to piše v članku 424257120541106176 461 na facebooku sem objavil 19 slik v albumu zimske aktivnosti  priprava na tečaj  424257307988725760 462  to je pa že tko kot da bi scenarij za gledališko predstavo pisal a  424257516768210944 463 code 144 message no status found with that id 424257688516571136 464 code 144 message no status found with that id 424258026317840384 465 code 63 message user has been suspended 424258370816593920 466 code 63 message user has been suspended 424258370816593920 467 volk je sit koza pa cela gremo na evrosong 2014  424258575595089921 468 volk je sit koza pa cela gremo na evrosong 2014  424258575595089921 469 izobraževanje ki ga organizira egsa je eno izmed top izobraževanj v sloveniji na področju strokovne vadbe  424258731770396672 470 code 144 message no status found with that id 424258924653449216 471  hihi jasno za nazaj jo je dobila  424259021747785729 472  si mislim sej v gledališkem scenariju je včasih tut več didaskalij kot govornega teksta  pa tut mora bit en fajn zaplet  424259329961652224 473 code 144 message no status found with that id 424259622698897408 474 code 144 message no status found with that id 424259859266416640 475   saj vem saj vem a res si želim videti saviča amp dimsija v isti zasedbi ker bo epsko za to tud kpk vržem pod avtobus 424260112430034945 476 code 144 message no status found with that id 424260223378157569 477 code 144 message no status found with that id 424260223378157569 478  in še preden nadaljujete v tem kontekstu kot slovence ravnatelj pojmuje tiste ki pač niso potomci priseljencev 424260590513958912 479  in še preden nadaljujete v tem kontekstu kot slovence ravnatelj pojmuje tiste ki pač niso potomci priseljencev 424260590513958912 480      temu se je pa res totalno odpeljal 424261281122496512 481    nismo enaki smo kvečjemu enakopravni prav iz različnosti nastajajo velike ideje in uspehi  424261394192936960 482 code 144 message no status found with that id 424261453030248448 483 code 144 message no status found with that id 424261678961033216 484 code 144 message no status found with that id 424262561861615616 485 code 144 message no status found with that id 424262958449840128 486 code 144 message no status found with that id 424262958449840128 487 kaj pa če bi eno zapeli  424263368887635968 488 kaj pa če bi eno zapeli  424263368887635968 489 pijem cocacolo z okusom po kranjski klobasi 424263639949139969 490 code 144 message no status found with that id 424264035954331649 491 code 144 message no status found with that id 424264217727098880 492 kot si javno zdravstvo zasluži pizdakanjesi brez dvoma tudi  irm inštitut za medicinski rehab v ukc ima učinkovito naročanje12 424264436317044736 493 code 144 message no status found with that id 424264513324867584 494 code 144 message no status found with that id 424264513324867584 495 code 179 message sorry you are not authorized to see this status 424264641154674689 496 code 179 message sorry you are not authorized to see this status 424264889679769600 497 code 179 message sorry you are not authorized to see this status 424264889679769600 498 code 144 message no status found with that id 424265306648092673 499 code 144 message no status found with that id 424265306648092673 500 baterije so drage prjatli so zastonj 424265543324278784 501  še taščo tja enkrat zlifraj  424265702967898112 502 pzs svetovni pokal v tekmovalnem turnem smučanju 2014 in mednarodne tekme  424265903039975424 503  uh prezgodaj je še da bi razumel  424266054312140800 504  uh prezgodaj je še da bi razumel  424266054312140800 505 code 144 message no status found with that id 424266807222874112 506 code 144 message no status found with that id 424268012854583296 507   pogresamo te na   kje si  424268145495646208 508  bolje pozno kot nikoli  424268733389877248 509  mah kaj pa vem dve sta se pol neki pogovarjali tretja je pa bla zadnjih 5min ful zgovorna   424268897781829632 510  mah kaj pa vem dve sta se pol neki pogovarjali tretja je pa bla zadnjih 5min ful zgovorna   424268897781829632 511 code 144 message no status found with that id 424269348589420544 512 code 144 message no status found with that id 424269348589420544 513  majo tolk gretje naglas  sej vem da streha pušča  424269834223095808 514 code 144 message no status found with that id 424269936072990720 515  jplani je bil račun 160 in se mi je zdel velik pa so reklda zato ker je zuni mrzlone vem od kje zdj tak račun 424270272892776448 516  amp  sta v teh krajih postala brat in sestra le starsev ni nikoli doma da bi razsodili kdo ima prav 424270411258683392 517 talentirani sodelavci naredijo razlikorichard branson on finding talented people who can grow your business  424270479109525505 518 talentirani sodelavci naredijo razlikorichard branson on finding talented people who can grow your business  424270479109525505 519  mi smo tut na toplarni d 424270583149625345 520 code 144 message no status found with that id 424270888130084864 521 code 144 message no status found with that id 424271276744527872 522 code 144 message no status found with that id 424271590981763072 523 code 144 message no status found with that id 424271590981763072 524 code 144 message no status found with that id 424271659496140800 525 code 144 message no status found with that id 424271833614274560 526 code 144 message no status found with that id 424271833614274560 527 kevder štamperle in zidanca   424272009770442752 528 code 144 message no status found with that id 424272486164094976 529 code 144 message no status found with that id 424272486164094976 530    act civil reši rš   fasisti bi radi spet tekli in potem klicali adolfa 424272890213588992 531   jutri damo v prodajo jordan 3 powder blue  prednarocilo dobimo jih 230114     424273450497486848 532 pizda ostaje pizda 424273561076133891 533 naslov osebnost primorske 2013 sta prejela vladimir krpan in pater bogdan knavs  čestitamo  424273978954231809 534   flirrt bodo zagrizli v izstekane ob 2225 na  switch za jureta je ze pripravljen  424274193262575616 535 našemu dušan košir  dukiju želimo čimprejšnje okrevanje in upamo da dobro skrbi za medicinske sestre  424274522091823104 536 code 144 message no status found with that id 424274886081908736 537 rw swings both ways  woohoo fantastično posnetek koncerta na italijanskem radiu 424275204010164225 538   v okviru dne varne rabe interneta 2014 pripravljamo dogodek za učitelje in strokovne delavce  424275632835805185 539 bono je menda zelo dobrodelen človek vedno igra pro bono,Negative
280,bono je menda zelo dobrodelen človek vedno igra pro bono,Neutral
282, uvod v ženje produktov v začetku podjetniškega projekta naslednjič pa nadaljevanje  in  ,Positive
286, uvod v ženje produktov v začetku podjetniškega projekta naslednjič pa nadaljevanje  in  ,Negative
287,dame in gospodje odkril sem prvo stvar v hoferju ki je boljša kot šparov produkt,Negative
288,dame in gospodje odkril sem prvo stvar v hoferju ki je boljša kot šparov produkt,Negative
290,bo zveza uspešna sta si usojena kako se bo izteklo v neki situaciji kaj morate vedeti o določeni situaciji ,Neutral
291,1program  noč modrijanov pa kaj smo vam nerdili da nas s tem mučite,Neutral
292, verjetno sem že a philip glass si zasluži repeat metamorphosis  uživajte amp log off,Negative
296,včasih napačni ljudje ki nimajo kaj izgubiti povejo tisto kar misli veliko ljudi pa si ne upa ali noče povedati lahko veliko izgubijo,Negative
297,včasih bi z veseljem kliknil favorite button a ni povsod te možnosti žal ,Negative
299,hdd telemach olimpija je drugi del hokejske lige ebel začela s porazom s 52 je bil boljši kac ,Neutral
300,hbo je spet naredil dobro serijo true detective,Neutral
303,malo se praskam po glavi kaj je tu cepitvena linija tisti ki menijo da imam dobre živce in žalujoči ostali,Neutral
304,malo se praskam po glavi kaj je tu cepitvena linija tisti ki menijo da imam dobre živce in žalujoči ostali,Neutral
305,hvala,Positive
308,v torek med predavanji skok po šnops,Positive
309,javi majl da se razpišem,Neutral
310,jaz ne nikakor ne   vsi gledajo modrijane pa jim je nerodno to tvitat,Neutral
311,jaz ne nikakor ne   vsi gledajo modrijane pa jim je nerodno to tvitat,Neutral
312,ta dva pa že par let pametujeta o eni in isti stvari naredila pa nista še prav nič,Neutral
314,a ni hecn ko se v osrednjih slovenskih tv dnevnikih že petič obregnejo v to da se cela francija ukvarja s hollandovo konkubino,Negative
315,čez deset minut štekani pri juretu gostujejo flirrt,Negative
316,čez deset minut štekani pri juretu gostujejo flirrt,Positive
317,lep vikend vsem skupaj,Positive
319,totalno svetohlinstvo,Negative
320,kje pa jaz pa res nisem nadut lahko greva tudi na kavico hehe pod pogojem da placam jaz,Positive
321,branje je grozno ne morem se odtrgat če mi prasica pisateljska na koncu vsakega poglavja nastavi bombo odložila sem sredi poglavja ha,Negative
323, team savičdimsi vidim priložnosti za merchandising reality tv polne stožice aja dokumentarc bo naredil pa možina,Neutral
324,ni nujno da gre za malodušje ali apatijo preprosto odvzameš pomembnost in jo usmeriš drugam ,Neutral
328,ravno eno novo desko rabim d a to je cela znanost okol tega vidm s,Positive
329,šolska sekcija vso za domoljubje v šoli je predstavila novo spletno stran domoljubje v šoli vabljeni k prebiranju,Negative
330, šolska sekcija vso za domoljubje v šoli je predstavila novo spletno stran domoljubje v šoli vabljeni k prebiranju http,Neutral
331, šolska sekcija vso za domoljubje v šoli je predstavila novo spletno stran domoljubje v šoli vabljeni k prebiranju http,Positive
332, šolska sekcija vso za domoljubje v šoli je predstavila novo spletno stran domoljubje v šoli vabljeni k prebiranju http,Positive
334,prav je bit obveščen prav je da si človek postavlja prioritete glede na lastne potrebe in interese ,Neutral
335,prav je bit obveščen prav je da si človek postavlja prioritete glede na lastne potrebe in interese ,Negative
336,18   glas longyke je pornič za ušesa vsakič znova štekani,Negative
339,tako je super tekma in super zmaga,Positive
340,tako je super tekma in super zmaga,Negative
341,ugotovil sem da ni problem v meni kupil sem pulover ki zaradi svojega magnetnega polja privlača vso hrano na poti v moja usta,Negative
342, za  imam občutek da slovenska leva politična opcija običajno ni naklonjena zda niti ne pretirano evropi,Negative
343, za  imam občutek da slovenska leva politična opcija običajno ni naklonjena zda niti ne pretirano evropi,Neutral
344,uganka za lahko noč kje je slovenski košarkarski as gašper vidmar foto jorge guerreroafp,Neutral
346,  za  slo si ne more privoščiti takšnega vuhmepiši odnosa do 1 svetovne gospodarske politične in ku,Negative
348,hekovnik je aktualna lokacija na  več na ,Positive
351,slovenija  video po pošti jih bodo obvestili ali še imajo izpit  24ur od 36 avtošol ki so jih kriminalis,Neutral
352,slovenija  video po pošti jih bodo obvestili ali še imajo izpit  24ur od 36 avtošol ki so jih kriminalis,Neutral
355,očitno nisi razumel poante cc,Neutral
356,z igralci sng drama po predstavi roka je od skrivnostne rdečelaske,Neutral
359,najbolj odbita predstava desetletja danes premiera sng drama ja mandić se spet sleče ,Neutral
360,kaj ma veze  just askin ,Neutral
361,uh verjamem bo torej vse ok,Negative
364,še predstavitev za slovenščino pa sem konec za danes seveda,Neutral
365,malo jo hecamo na en njen prejšnji simpatični tvit,Positive
366,malo jo hecamo na en njen prejšnji simpatični tvit,Negative
367,aha ne vidim ker je privat pohvale za flirrrrte ,Negative
369,zlata lisica odpade zato bomo tino maze poslali na eurosong,Neutral
370,svet spreminjajo misice vsi skupaj pa smo še kako poklicani da se aktivno ukvarjamo s politiko,Neutral
373, zlata lisica odpade zato bomo tino maze poslali na eurosong,Neutral
378,spored od polnoči do štirih je že zdaj na voljo,Positive
379,sem zato pa smajli na koncu ,Negative
380,še vedno pa pijem čaj ,Negative
381,še vedno pa pijem čaj ,Negative
382,dvom nekateri se skrivajo a vecina caka kaj bo prinesel jutrisnji dan kdo ve dob ze caka,Negative
383,na tw mu je že čestital scheduled tweet mistakenly published way too early,Neutral
385,mislim a ste mislil da bo stari kapituliral to je samo spinoff ,Neutral
386,mislim a ste mislil da bo stari kapituliral to je samo spinoff ,Positive
387, a lahko prosim rešite tole anketo,Positive
390,drži kar pošljite prijavo,Positive
394,superman je pa tudi ena šleva,Neutral
395,za domoljubje v šolah na povezavi,Positive
400,film her se dogaja v prihodnosti in govori o umetni inteligenci itd ampak tip se pa še vedno uči fiziko iz knjige in pošilja pisma,Negative
401,kaže jih že več ,Positive
405,gremo se kdo ima dlje zaprte oči,Negative
407,papež frančišek med jutranjo mašo kristjani se morajo upreti skušnjavi da bi se ne počutili normalne,Neutral
410,gospodarstvo  kaj sledi v siju po šimonki  dnevnik tibor šimonka od včeraj ni več predsednik uprave sij  ,Negative
411,gospodarstvo  kaj sledi v siju po šimonki  dnevnik tibor šimonka od včeraj ni več predsednik uprave sij  ,Negative
412,ne morem ti poslat zs ,Neutral
413, zlata lisica odpade zato bomo tino maze poslali na eurosong,Neutral
